"Density","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1849999,3.517807e-15,1004.703,0,1.7849999e-05,4661210.5,0.27871472,0.47040457,-33065.719,-1.4146697e-08,7.5838599e-11,0,0,0,0.019545702,0,0,0.024908261,2.3089591e-08,0,0,0,0,1,0,0.60000002,0,0
1.1849999,2.4703406e-09,1004.703,0,1.7849999e-05,31638.27,0.27869454,0.47037056,-2.1108334,-4.0649568e-09,1.3225807e-09,4.8920095e-09,-8.859411e-10,0,0,0,0,0.02491102,6.0652674e-05,0.12946014,9.4816478e-06,0,0,1,0.00020000001,0.60000002,0.00020000001,0
1.1849999,8.4694264e-08,1004.703,0,1.7849999e-05,8118.7476,0.27869517,0.4703716,-0.062417455,-4.0937653e-09,7.4220313e-10,8.5488505e-09,-1.1345299e-09,0,0,0,0,0.025002809,0.00056738831,0.2581121,1.319093e-05,0,0,1,0.00040000002,0.60000002,0.00040000002,0
1.1849999,6.6867847e-07,1004.703,0,1.7849999e-05,3883.396,0.27869582,0.47037268,-0.0037395633,-4.1240922e-09,1.0979751e-10,1.0707249e-08,-1.292407e-09,0,0,0,0,0.025654731,0.0020706065,0.38397491,1.6773582e-05,0,0,1,0.00060000003,0.60000002,0.00060000003,0
1.1849999,2.3149735e-06,1004.703,0,1.7849999e-05,2397.3518,0.27869651,0.47037387,-0.00025128253,-4.1555723e-09,-3.0108879e-10,1.2000677e-08,-1.4102396e-09,0,0,0,0,0.027492551,0.0046433979,0.50252753,2.0609918e-05,0,0,1,0.00080000004,0.60000002,0.00080000004,0
1.1849999,5.4757338e-06,1004.703,0,1.7849999e-05,1744.5853,0.27869713,0.47037491,-2.9627086e-05,-4.1881663e-09,-6.8094891e-10,1.2532941e-08,-1.5040655e-09,0,0,0,0,0.031021023,0.0078545278,0.60630196,2.4481225e-05,0,0,1,0.001,0.60000002,0.001,0
1.1849999,9.7786415e-06,1004.703,0,1.7849999e-05,1361.6782,0.27869752,0.47037557,-7.1539089e-06,-4.2214361e-09,-1.0580746e-09,1.2670014e-08,-1.5854721e-09,0,0,0,0,0.035824519,0.010968902,0.69470501,2.8023691e-05,0,0,1,0.0012000001,0.60000002,0.0012000001,0
1.1849999,1.4871565e-05,1004.703,0,1.7849999e-05,1106.4462,0.27869773,0.4703759,-6.0418006e-06,-4.2550754e-09,-1.4164256e-09,1.2555627e-08,-1.6578442e-09,0,0,0,0,0.041509937,0.013661378,0.76941502,3.1102289e-05,0,0,1,0.0014000001,0.60000002,0.0014000001,0
1.1849999,2.0476771e-05,1004.703,0,1.7849999e-05,921.15381,0.27869779,0.47037604,-8.2202769e-06,-4.2889252e-09,-1.7497379e-09,1.2242397e-08,-1.7231733e-09,0,0,0,0,0.047767233,0.015895836,0.83347142,3.377844e-05,0,0,1,0.0016000001,0.60000002,0.0016000001,0
1.1849999,2.6563357e-05,1004.703,0,1.7849999e-05,794.68591,0.27869785,0.47037613,-1.0966803e-05,-4.3229895e-09,-2.0412338e-09,1.1637725e-08,-1.7801751e-09,0,0,0,0,0.054561913,0.017526116,0.88553345,3.6132136e-05,0,0,1,0.0018,0.60000002,0.0018,0
1.1849999,3.2860564e-05,1004.703,0,1.7849999e-05,690.96674,0.27869806,0.47037646,-1.3544438e-05,-4.3572221e-09,-2.3033813e-09,1.0851206e-08,-1.83334e-09,0,0,0,0,0.061591718,0.018854665,0.93180168,3.8557235e-05,0,0,1,0.0020000001,0.60000002,0.0020000001,0
1.1849999,3.9318391e-05,1004.703,0,1.7849999e-05,604.59692,0.27869835,0.470377,-1.5993262e-05,-4.3915827e-09,-2.5431457e-09,9.926004e-09,-1.8835786e-09,0,0,0,0,0.068800829,0.019953098,0.97365111,4.1036779e-05,0,0,1,0.0022,0.60000002,0.0022,0
1.1849999,4.6054734e-05,1004.703,0,1.7849999e-05,541.13586,0.27869907,0.47037816,-1.7883503e-05,-4.4257242e-09,-2.7279161e-09,8.7525622e-09,-1.9272095e-09,0,0,0,0,0.076320849,0.02069265,1.0083991,4.4064138e-05,0,0,1,0.0024000001,0.60000002,0.0024000001,0
1.1849999,5.2838386e-05,1004.703,0,1.7849999e-05,481.56686,0.27869982,0.47037944,-1.9678844e-05,-4.4598281e-09,-2.9033436e-09,7.536948e-09,-1.9697179e-09,0,0,0,0,0.083893694,0.02137123,1.0419406,4.7184563e-05,0,0,1,0.0026,0.60000002,0.0026,0
1.1849999,5.9946695e-05,1004.703,0,1.7849999e-05,436.97144,0.2787019,0.47038296,-2.0771706e-05,-4.4945927e-09,-3.0106262e-09,6.1649019e-09,-2.0118307e-09,0,0,0,0,0.091828957,0.02178047,1.0698197,5.124358e-05,0,0,1,0.0028000001,0.60000002,0.0028000001,0
1.1849999,6.7116824e-05,1004.703,0,1.7849999e-05,395.22778,0.27870423,0.47038689,-2.1730781e-05,-4.529483e-09,-3.104931e-09,4.7630659e-09,-2.0538682e-09,0,0,0,0,0.099833235,0.022138417,1.0966204,5.5481345e-05,0,0,1,0.003,0.60000002,0.003,0
1.1849999,7.4580566e-05,1004.703,0,1.7849999e-05,359.03671,0.27870664,0.47039098,-2.2261618e-05,-4.5644768e-09,-3.1554968e-09,3.3653362e-09,-2.0962267e-09,0,0,0,0,0.10816529,0.022382079,1.1208196,5.9935464e-05,0,0,1,0.0032000002,0.60000002,0.0032000002,0
1.1849999,8.2375773e-05,1004.703,0,1.7849999e-05,329.11435,0.27870914,0.47039518,-2.2308994e-05,-4.5995874e-09,-3.1566834e-09,1.9722461e-09,-2.1389475e-09,0,0,0,0,0.11686736,0.022496719,1.1420814,6.4633838e-05,0,0,1,0.0034,0.60000002,0.0034,0
1.1849999,9.0170986e-05,1004.703,0,1.7849999e-05,299.19199,0.27871165,0.47039941,-2.2356367e-05,-4.6346975e-09,-3.15787e-09,5.7915628e-10,-2.1816682e-09,0,0,0,0,0.12556943,0.022611359,1.1633433,6.9332207e-05,0,0,1,0.0035999999,0.60000002,0.0035999999,0
1.1849999,9.8781151e-05,1004.703,0,1.7849999e-05,274.6806,0.27871898,0.47041178,-2.1853908e-05,-4.6678119e-09,-3.1071261e-09,-6.599426e-10,-2.2170148e-09,0,0,0,0,0.13518129,0.02260178,1.1814286,7.3843978e-05,0,0,1,0.0038000001,0.60000002,0.0038000001,0
1.1849999,0.00010777287,1004.703,0,1.7849999e-05,252.7025,0.27872857,0.47042799,-2.1094027e-05,-4.6999915e-09,-3.0320695e-09,-1.826945e-09,-2.2489088e-09,0,0,0,0,0.14521907,0.022534043,1.1980265,7.8268393e-05,0,0,1,0.0040000002,0.60000002,0.0040000002,0
1.1849999,0.00011676456,1004.703,0,1.7849999e-05,230.72446,0.27873817,0.47044417,-2.0334148e-05,-4.7321711e-09,-2.9570131e-09,-2.9939449e-09,-2.2808029e-09,0,0,0,0,0.15525682,0.022466306,1.2146245,8.2692801e-05,0,0,1,0.0041999999,0.60000002,0.0041999999,0
1.1849999,0.00012674108,1004.703,0,1.7849999e-05,210.99556,0.27873904,0.47044563,-1.9405894e-05,-4.7663349e-09,-2.8761551e-09,-4.0779118e-09,-2.3266573e-09,0,0,0,0,0.166394,0.022347806,1.2296002,8.3356492e-05,0,0,1,0.0044,0.60000002,0.0044,0
1.1849999,0.00013819231,1004.703,0,1.7849999e-05,194.63466,0.27872685,0.47042504,-1.8225517e-05,-4.8034705e-09,-2.7866098e-09,-5.0375397e-09,-2.3934164e-09,0,0,0,0,0.1791774,0.022153292,1.2421464,7.8388781e-05,0,0,1,0.0046000001,0.60000002,0.0046000001,0
1.1849999,0.00014964351,1004.703,0,1.7849999e-05,178.27376,0.27871463,0.47040445,-1.7045139e-05,-4.8406061e-09,-2.6970648e-09,-5.9971677e-09,-2.4601752e-09,0,0,0,0,0.19196081,0.021958778,1.2546927,7.3421077e-05,0,0,1,0.0048000002,0.60000002,0.0048000002,0
1.1849999,0.00016109469,1004.703,0,1.7849999e-05,161.9129,0.27870244,0.47038385,-1.5864764e-05,-4.8777418e-09,-2.60752e-09,-6.9567934e-09,-2.526934e-09,0,0,0,0,0.20474419,0.021764265,1.267239,6.8453381e-05,0,0,1,0.0049999999,0.60000002,0.0049999999,0
1.1849999,0.00017547136,1004.703,0,1.7849999e-05,147.91541,0.27871078,0.47039792,-1.5099869e-05,-4.9966524e-09,-2.6291767e-09,-5.2603011e-09,-2.5178348e-09,0,0,0,0,0.22079338,0.021533785,1.2778548,6.1082857e-05,0,0,1,0.0052,0.60000002,0.0052,0
1.1849999,0.00019233239,1004.703,0,1.7849999e-05,135.925,0.27873653,0.4704414,-1.4687813e-05,-5.1850089e-09,-2.7452691e-09,-1.3081477e-09,-2.4443148e-09,0,0,0,0,0.23961598,0.021272762,1.2868315,5.1671777e-05,0,0,1,0.0054000001,0.60000002,0.0054000001,0
