"Density","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1849999,9.0466252e-19,1004.703,0,1.7849999e-05,1.3098807e+08,0.036156375,0.061023418,0,1.2640451e-08,0,0,0,0,0.019476797,0,0,0.024908261,1e-10,0,0,0,0.062836543,1,0,0.80000001,0,0
1.1849999,1.0730353e-09,1004.703,0,1.7849999e-05,33976.758,0.036194567,0.06108788,-4.8299121e-06,3.88654e-09,-3.4750497e-12,-1.9511643e-09,-1.1359325e-11,0,0,0,0,0.024909459,2.7458484e-05,0.12630481,-9.1707014e-05,0,0,1,0.00020000001,0.80000001,0.00020000001,0
1.1849999,3.9177937e-08,1004.703,0,1.7849999e-05,8129.3008,0.036187179,0.061075408,-1.0540024e-05,3.9536472e-09,-3.5407795e-11,-4.2742756e-09,-1.0027541e-11,0,0,0,0,0.024951998,0.00026195077,0.24641345,-0.00029509989,0,0,1,0.00040000002,0.80000001,0.00040000002,0
1.1849999,3.1954988e-07,1004.703,0,1.7849999e-05,3812.9624,0.03617955,0.061062533,-1.6783675e-05,4.0238053e-09,-1.3959699e-10,-6.9681914e-09,-9.6771827e-12,0,0,0,0,0.025264988,0.00096734817,0.35957357,-0.00060924259,0,0,1,0.00060000003,0.80000001,0.00060000003,0
1.1849999,1.1583882e-06,1004.703,0,1.7849999e-05,2303.2734,0.036168896,0.061044551,-1.9112678e-05,4.0968144e-09,-3.292939e-10,-9.6354205e-09,-1.8947845e-11,0,0,0,0,0.026201412,0.002229956,0.46456835,-0.0010091919,0,0,1,0.00080000004,0.80000001,0.00080000004,0
1.1849999,2.9356966e-06,1004.703,0,1.7849999e-05,1647.1465,0.036154017,0.061019436,-1.6182272e-05,4.1720765e-09,-5.5686861e-10,-1.1598518e-08,-4.5271051e-11,0,0,0,0,0.028185487,0.0039577014,0.55729413,-0.0014822666,0,0,1,0.001,0.80000001,0.001,0
1.1849999,5.5592886e-06,1004.703,0,1.7849999e-05,1269.0435,0.036136571,0.060989987,-1.1144874e-05,4.248125e-09,-7.4180345e-10,-1.2697861e-08,-8.2294685e-11,0,0,0,0,0.031114299,0.0057862415,0.63749009,-0.0020009519,0,0,1,0.0012000001,0.80000001,0.0012000001,0
1.1849999,8.8491261e-06,1004.703,0,1.7849999e-05,1020.8516,0.036117505,0.060957812,-6.2376494e-06,4.324312e-09,-8.5734914e-10,-1.3099922e-08,-1.2060895e-10,0,0,0,0,0.034786865,0.0074777929,0.7059589,-0.0025495677,0,0,1,0.0014000001,0.80000001,0.0014000001,0
1.1849999,1.260176e-05,1004.703,0,1.7849999e-05,842.83917,0.03609734,0.060923781,-2.2928621e-06,4.4004862e-09,-9.1398022e-10,-1.304843e-08,-1.5406472e-10,0,0,0,0,0.03897607,0.0089477068,0.76489681,-0.003117061,0,0,1,0.0016000001,0.80000001,0.0016000001,0
1.1849999,1.6777785e-05,1004.703,0,1.7849999e-05,723.7301,0.036076769,0.060889062,1.1261518e-08,4.4769743e-09,-9.1625674e-10,-1.2647488e-08,-1.7366589e-10,0,0,0,0,0.04363792,0.010059532,0.81271005,-0.0037005346,0,0,1,0.0018,0.80000001,0.0018,0
1.1849999,2.1083948e-05,1004.703,0,1.7849999e-05,627.71002,0.036056329,0.060854562,1.523342e-06,4.5538311e-09,-9.0146784e-10,-1.2166276e-08,-1.8571833e-10,0,0,0,0,0.048445046,0.01097746,0.85513192,-0.004289024,0,0,1,0.0020000001,0.80000001,0.0020000001,0
1.1849999,2.5489351e-05,1004.703,0,1.7849999e-05,549.29889,0.036035985,0.060820229,2.4313692e-06,4.6309681e-09,-8.7366403e-10,-1.1623849e-08,-1.9201375e-10,0,0,0,0,0.053362958,0.011747512,0.89344203,-0.0048813373,0,0,1,0.0022,0.80000001,0.0022,0
