"Density","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1849999,4.2776053e-15,1004.703,0,1.7849999e-05,4661217,0.085424796,0.14417687,-33065.734,-6.2735634e-09,9.2225352e-11,0,0,0,0.024832919,0,0,0.024908261,2.8076933e-08,0,0,0,0,1,0,0.80000001,0,0
1.1849999,2.9996188e-09,1004.703,0,1.7849999e-05,31660.941,0.085406683,0.14414631,-2.1097918,-1.8465994e-09,1.6072635e-09,-3.010832e-09,-2.0967633e-10,0,0,0,0,0.02491161,7.3715259e-05,0.16207142,-5.0850274e-05,0,0,1,0.00020000001,0.80000001,0.00020000001,0
1.1849999,1.0153487e-07,1004.703,0,1.7849999e-05,8183.1836,0.085400485,0.14413583,-0.06219798,-1.8811703e-09,8.6431023e-10,-6.3455681e-09,-2.7705271e-10,0,0,0,0,0.025021609,0.00068607123,0.31819966,-0.0002008373,0,0,1,0.00040000002,0.80000001,0.00040000002,0
1.1849999,7.7325524e-07,1004.703,0,1.7849999e-05,3971.9014,0.085393466,0.14412399,-0.0037181689,-1.908484e-09,-5.9483009e-11,-9.7633626e-09,-3.1043135e-10,0,0,0,0,0.025771474,0.0024567069,0.46585068,-0.0004317688,0,0,1,0.00060000003,0.80000001,0.00060000003,0
1.1849999,2.5742122e-06,1004.703,0,1.7849999e-05,2483.5022,0.08538343,0.14410706,-0.00025444271,-1.9328832e-09,-7.6294077e-10,-1.2110016e-08,-3.2170738e-10,0,0,0,0,0.027781948,0.005351299,0.60033649,-0.00071937748,0,0,1,0.00080000004,0.80000001,0.00080000004,0
1.1849999,5.8543833e-06,1004.703,0,1.7849999e-05,1812.2322,0.085370392,0.14408505,-2.9034891e-05,-1.9555417e-09,-1.349733e-09,-1.319034e-08,-3.1669672e-10,0,0,0,0,0.031443726,0.0087326337,0.71408355,-0.0010492023,0,0,1,0.001,0.80000001,0.001,0
1.1849999,1.0194242e-05,1004.703,0,1.7849999e-05,1408.8833,0.08535558,0.14406006,-8.5218909e-07,-1.9772326e-09,-1.8356402e-09,-1.3426129e-08,-3.018458e-10,0,0,0,0,0.036288466,0.011835244,0.80868036,-0.0014022024,0,0,1,0.0012000001,0.80000001,0.0012000001,0
1.1849999,1.5263349e-05,1004.703,0,1.7849999e-05,1136.0978,0.08533977,0.14403336,4.6498717e-06,-1.9982747e-09,-2.2361117e-09,-1.3200467e-08,-2.7989111e-10,0,0,0,0,0.041947298,0.014394269,0.88717562,-0.0017690305,0,0,1,0.0014000001,0.80000001,0.0014000001,0
1.1849999,2.0816346e-05,1004.703,0,1.7849999e-05,936.80688,0.085323587,0.14400604,5.3947761e-06,-2.0188684e-09,-2.5762867e-09,-1.2785102e-08,-2.5272903e-10,0,0,0,0,0.048146315,0.01643317,0.95350993,-0.0021438997,0,0,1,0.0016000001,0.80000001,0.0016000001,0
1.1849999,2.6855114e-05,1004.703,0,1.7849999e-05,800.88782,0.085307933,0.14397964,3.9764095e-06,-2.0390127e-09,-2.8558282e-09,-1.2386471e-08,-2.2007554e-10,0,0,0,0,0.054887611,0.017843066,1.0064811,-0.0025245098,0,0,1,0.0018,0.80000001,0.0018,0
1.1849999,3.3126827e-05,1004.703,0,1.7849999e-05,689.83221,0.085293226,0.14395481,2.1070427e-06,-2.0589399e-09,-3.1036209e-09,-1.2097514e-08,-1.8488049e-10,0,0,0,0,0.061888956,0.018958157,1.053118,-0.0029060431,0,0,1,0.0020000001,0.80000001,0.0020000001,0
1.1849999,3.9576185e-05,1004.703,0,1.7849999e-05,597.73895,0.085279234,0.14393118,-1.0627495e-07,-2.0787012e-09,-3.3271998e-09,-1.1892204e-08,-1.4774718e-10,0,0,0,0,0.069088608,0.019848414,1.0949241,-0.0032882798,0,0,1,0.0022,0.80000001,0.0022,0
1.1849999,4.6356847e-05,1004.703,0,1.7849999e-05,530.83203,0.085267581,0.14391153,-2.2874365e-06,-2.0979964e-09,-3.4958048e-09,-1.1904088e-08,-1.0528892e-10,0,0,0,0,0.076658107,0.020407142,1.1291096,-0.003668725,0,0,1,0.0024000001,0.80000001,0.0024000001,0
1.1849999,5.3193784e-05,1004.703,0,1.7849999e-05,468.20413,0.085256323,0.14389253,-4.463132e-06,-2.1172126e-09,-3.6550698e-09,-1.1952873e-08,-6.1926048e-11,0,0,0,0,0.08429043,0.020909544,1.1620004,-0.0040488658,0,0,1,0.0026,0.80000001,0.0026,0
