"Density","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1849999,3.5541689e-15,1004.703,0,1.7849999e-05,4661263,0.36797294,0.62105137,-16532.795,-2.7359345e-08,3.8291058e-11,0,0,0,0.018967777,0,0,0.024908261,2.3324194e-08,0,0,0,0,1,0,0,0,0
1.1849999,2.4960825e-09,1004.703,0,1.7849999e-05,31667.465,0.36795089,0.62101418,-1.0533286,-6.1791594e-09,6.6051364e-10,-8.1306935e-09,-1.7090894e-08,0,0,0,0,0.024911048,6.1323488e-05,0.12649114,6.3836407e-05,0,0,1,0.00020000001,0,0.00020000001,0
1.1849999,8.5716735e-08,1004.703,0,1.7849999e-05,8120.5747,0.36797503,0.62105489,-0.030139823,-6.3102874e-09,3.7759657e-10,-1.1423678e-08,-1.9722094e-08,0,0,0,0,0.025003949,0.0005742783,0.25312927,0.00015603598,0,0,1,0.00040000002,0,0.00040000002,0
1.1849999,6.7862754e-07,1004.703,0,1.7849999e-05,3879.6318,0.36798564,0.62107277,-0.0017566326,-6.5549495e-09,1.5389659e-10,-1.3382255e-08,-2.0537637e-08,0,0,0,0,0.025665838,0.0020987687,0.37746695,0.00027572917,0,0,1,0.00060000003,0,0.00060000003,0
1.1849999,2.3568907e-06,1004.703,0,1.7849999e-05,2390.7998,0.36798453,0.62107092,-0.00013505874,-6.8363044e-09,1.2835615e-10,-1.4666377e-08,-2.068508e-08,0,0,0,0,0.027539345,0.004714366,0.49477848,0.00041143686,0,0,1,0.00080000004,0,0.00080000004,0
1.1849999,5.5980095e-06,1004.703,0,1.7849999e-05,1736.5841,0.36796728,0.62104183,-3.0608455e-05,-7.1283575e-09,1.7335088e-10,-1.5750016e-08,-2.0445196e-08,0,0,0,0,0.031157525,0.0079905717,0.59746701,0.00055603188,0,0,1,0.001,0,0.001,0
1.1849999,1.0034608e-05,1004.703,0,1.7849999e-05,1353.2094,0.36793268,0.62098342,-1.5877915e-05,-7.4181248e-09,2.1460726e-10,-1.6786117e-08,-1.9983771e-08,0,0,0,0,0.036110263,0.011182435,0.68484354,0.00070305396,0,0,1,0.0012000001,0,0.0012000001,0
1.1849999,1.5313562e-05,1004.703,0,1.7849999e-05,1098.2909,0.36787957,0.62089378,-1.1356565e-05,-7.7017788e-09,2.3780608e-10,-1.7750047e-08,-1.9364604e-08,0,0,0,0,0.042003352,0.013960925,0.75857311,0.00084999384,0,0,1,0.0014000001,0,0.0014000001,0
1.1849999,2.1149735e-05,1004.703,0,1.7849999e-05,913.88269,0.36780858,0.62077403,-8.8858869e-06,-7.9789375e-09,2.461901e-10,-1.8629752e-08,-1.8632393e-08,0,0,0,0,0.048518486,0.016288852,0.8216967,0.00099609699,0,0,1,0.0016000001,0,0.0016000001,0
1.1849999,2.7522772e-05,1004.703,0,1.7849999e-05,788.92651,0.36771318,0.62061298,-7.3411034e-06,-8.2468778e-09,2.4182523e-10,-1.9395031e-08,-1.7776017e-08,0,0,0,0,0.055632941,0.018026251,0.87291682,0.0011418214,0,0,1,0.0018,0,0.0018,0
